date,Farmer,Pesticides,Food_Contamination,Industry,Dairy_Health_Impact,Forest,Waste,Workers,Cow,Government,ImportExport,Chemical,Deforestation_Agriculture,Lactose_Intolerant,Food_Climat_Impact,Employment,Policy,Poverty,Biodiversity,Price,Brexit,Food_Waste,Industrial_Agriculture,Soil,Natural,Payment_Wages,Cancer,MentalHealth,GMO,Sugar,Factory,Packaging,PalmOil,Immigration,Taste,Pollinators,Shortage,Glyphosate,Animal_Welfare,CEO,Recycling,Vegan_Against_Dairy,Almond_milk,Vitamin,Allergy,Gut_Digestion,Ingredient_Scrutiny,Fats,Lactose,Seeds,Protein,Milk_Prices,Bacteria,Industry_Impacy_Health,Obesity,Food_access,Antibiotics,Reusable,Plastic_Ocean,Retail,Hormone,Label,Water_Scarcity,Chlorpyrifos,Bank,Xenophobic,Sustainable_Diet,Meat_Impact_Climate,Chlorine,Baby_Milk,Residues,Additive,Diabetes,Soya_milk,Processed_Food,Feminism,Transparency,Religion,Breastfeeding,Gluten,Skincar,Cocoa,Monoculture,Shareholders,Microplastics,Infant_Nutrition,Veganism,Carbohydrates,Fertility,Biodegradable,Microwave,Sulfoxaflor,Organic_Authenticity,Traceability,NanoParticles,Aluminium,Probiotics,Atrazine,Perchlorate,Dairy_Industry_Lie,Genetically_Modified_Animal,Milk_Sales,Overpackaging
2018-08-23,13079.0,161.0,341.0,670.0,82.0,60.0,211.0,421.0,182.0,177.0,427.0,107.0,26.0,17.0,223.0,211.0,612.0,62.0,8.0,68.0,458.0,127.0,347.0,18.0,42.0,90.0,19.0,3.0,11.0,26.0,13.0,9.0,5.0,3655.0,36.0,13.0,61.0,20.0,9.0,61.0,26.0,21.0,13.0,0.0,5.0,23.0,3.0,8.0,19.0,12.0,19.0,4.0,0.0,1.0,14.0,9.0,4.0,11.0,4.0,185.0,3.0,2.0,2.0,0.0,2.0,0.0,7.0,0.0,0.0,2.0,12.0,2.0,3.0,15.0,5.0,0.0,1.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,6.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-24,966.0,289.0,319.0,511.0,68.0,53.0,795.0,369.0,152.0,9.0,263.0,275.0,40.0,41.0,52.0,127.0,247.0,25.0,9.0,43.0,71.0,166.0,258.0,24.0,52.0,145.0,30.0,11.0,45.0,8.0,268.0,2.0,17.0,224.0,113.0,0.0,33.0,20.0,0.0,8.0,10.0,11.0,11.0,0.0,32.0,8.0,28.0,3.0,41.0,5.0,8.0,1.0,3.0,9.0,3.0,1.0,4.0,1.0,109.0,19.0,2.0,28.0,6.0,0.0,23.0,2.0,0.0,0.0,0.0,7.0,0.0,13.0,6.0,4.0,0.0,0.0,29.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-25,2505.0,5281.0,4832.0,1156.0,177.0,291.0,159.0,4022.0,91.0,1631.0,61.0,1013.0,252.0,54.0,57.0,57.0,4718.0,14.0,397.0,99.0,11.0,109.0,6.0,407.0,24.0,27.0,9.0,9.0,5.0,19.0,25.0,0.0,4.0,42.0,25.0,6.0,30.0,41.0,12.0,5.0,0.0,13.0,1.0,0.0,26.0,25.0,0.0,42.0,57.0,15.0,30.0,16.0,2.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,2.0,0.0,27.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,2.0,4.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-26,399.0,553.0,278.0,192.0,147.0,10.0,246.0,204.0,59.0,150.0,268.0,41.0,7.0,14.0,94.0,80.0,229.0,59.0,7.0,28.0,62.0,94.0,158.0,154.0,37.0,12.0,18.0,7.0,11.0,17.0,4.0,10.0,1.0,21.0,6.0,9.0,0.0,47.0,46.0,11.0,0.0,0.0,121.0,0.0,59.0,5.0,8.0,121.0,14.0,19.0,14.0,0.0,5.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,73.0,0.0,12.0,2.0,0.0,0.0,0.0,6.0,14.0,1.0,2.0,103.0,0.0,2.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2018-08-27,657.0,349.0,306.0,180.0,106.0,66.0,286.0,110.0,320.0,156.0,142.0,132.0,39.0,31.0,119.0,28.0,267.0,13.0,9.0,115.0,22.0,103.0,6.0,115.0,67.0,210.0,78.0,23.0,55.0,10.0,13.0,60.0,0.0,2.0,15.0,0.0,1.0,100.0,3.0,4.0,20.0,28.0,28.0,4.0,84.0,12.0,1.0,75.0,33.0,30.0,87.0,1.0,2.0,19.0,6.0,13.0,4.0,1.0,102.0,17.0,11.0,1.0,1.0,74.0,8.0,6.0,107.0,0.0,0.0,11.0,38.0,0.0,2.0,9.0,0.0,0.0,0.0,7.0,6.0,2.0,0.0,39.0,2.0,0.0,9.0,0.0,0.0,61.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-28,908.0,269.0,123.0,237.0,456.0,34.0,336.0,52.0,29.0,166.0,120.0,87.0,8.0,53.0,7.0,369.0,60.0,121.0,56.0,79.0,6.0,223.0,57.0,75.0,33.0,7.0,48.0,28.0,50.0,11.0,33.0,4.0,1.0,0.0,25.0,6.0,9.0,29.0,1.0,0.0,7.0,39.0,60.0,0.0,46.0,18.0,11.0,18.0,61.0,2.0,36.0,201.0,1.0,18.0,0.0,15.0,2.0,1.0,0.0,165.0,1.0,11.0,39.0,19.0,4.0,22.0,27.0,0.0,0.0,10.0,4.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-29,632.0,481.0,202.0,328.0,816.0,167.0,109.0,75.0,226.0,67.0,130.0,179.0,145.0,187.0,40.0,280.0,29.0,89.0,22.0,60.0,29.0,58.0,79.0,115.0,55.0,140.0,36.0,3.0,8.0,28.0,16.0,1.0,0.0,10.0,129.0,1.0,43.0,6.0,196.0,3.0,0.0,26.0,38.0,0.0,4.0,189.0,7.0,20.0,189.0,7.0,10.0,29.0,15.0,5.0,4.0,0.0,14.0,13.0,0.0,0.0,9.0,2.0,60.0,1.0,24.0,0.0,0.0,3.0,0.0,1.0,0.0,56.0,7.0,3.0,3.0,0.0,3.0,5.0,5.0,2.0,0.0,0.0,12.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,54.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-08-30,703.0,273.0,205.0,241.0,225.0,74.0,136.0,192.0,312.0,46.0,290.0,42.0,47.0,180.0,31.0,20.0,34.0,47.0,39.0,30.0,6.0,71.0,149.0,38.0,21.0,250.0,13.0,17.0,10.0,85.0,66.0,4.0,42.0,9.0,202.0,63.0,40.0,24.0,2.0,0.0,7.0,28.0,71.0,9.0,14.0,198.0,33.0,5.0,196.0,0.0,28.0,27.0,1.0,15.0,6.0,0.0,24.0,2.0,0.0,1.0,7.0,20.0,0.0,2.0,123.0,0.0,0.0,3.0,0.0,34.0,0.0,1.0,4.0,47.0,2.0,5.0,32.0,1.0,0.0,11.0,0.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0
2018-08-31,595.0,244.0,139.0,294.0,225.0,74.0,188.0,58.0,137.0,92.0,146.0,114.0,51.0,7.0,40.0,73.0,44.0,151.0,18.0,254.0,10.0,65.0,48.0,15.0,60.0,58.0,52.0,83.0,17.0,101.0,7.0,3.0,10.0,25.0,37.0,5.0,5.0,5.0,37.0,8.0,0.0,8.0,112.0,4.0,6.0,7.0,3.0,5.0,10.0,0.0,8.0,234.0,7.0,0.0,13.0,0.0,14.0,0.0,1.0,11.0,12.0,2.0,43.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,9.0,18.0,3.0,7.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,832.0,674.0,60.0,686.0,95.0,31.0,72.0,12.0,2418.0,96.0,16.0,20.0,23.0,9.0,11.0,23.0,33.0,26.0,6.0,16.0,14.0,26.0,3.0,85.0,3.0,6.0,1.0,11.0,10.0,6.0,1.0,0.0,0.0,15.0,409.0,6.0,13.0,12.0,5.0,0.0,0.0,1455.0,42.0,6.0,7.0,14.0,12.0,2.0,19.0,530.0,1602.0,6.0,5.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,4.0,0.0,7.0,3.0,1.0,26.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-02,361.0,975.0,134.0,144.0,499.0,40.0,356.0,18.0,1560.0,28.0,46.0,24.0,38.0,1.0,19.0,55.0,13.0,368.0,4.0,6.0,4.0,119.0,3.0,14.0,5.0,35.0,4.0,4.0,12.0,48.0,0.0,8.0,0.0,17.0,24.0,550.0,3.0,5.0,4.0,1.0,8.0,0.0,30.0,0.0,15.0,5.0,0.0,16.0,1.0,20.0,64.0,0.0,1.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,217.0,20.0,3.0,0.0,3.0,19.0,0.0,11.0,0.0,10.0,25.0,0.0,1.0,2.0,2.0,6.0,0.0,0.0,2.0,51.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0
2018-09-03,529.0,331.0,76.0,109.0,87.0,33.0,404.0,211.0,230.0,1300.0,111.0,61.0,23.0,22.0,54.0,154.0,52.0,308.0,6.0,174.0,4.0,145.0,28.0,13.0,15.0,140.0,27.0,9.0,0.0,51.0,7.0,10.0,0.0,1212.0,487.0,12.0,132.0,7.0,12.0,11.0,42.0,8.0,493.0,3.0,0.0,493.0,6.0,43.0,24.0,4.0,40.0,3.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,22.0,39.0,6.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,65.0,2.0,0.0,4.0,474.0,0.0,0.0,2.0,22.0,0.0,2.0,7.0,1.0,6.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-04,241.0,315.0,95.0,1779.0,296.0,268.0,122.0,58.0,38.0,93.0,30.0,37.0,53.0,30.0,72.0,56.0,153.0,43.0,58.0,49.0,27.0,76.0,29.0,17.0,16.0,26.0,9.0,1.0,61.0,17.0,12.0,44.0,0.0,361.0,989.0,7.0,8.0,8.0,3.0,1.0,1.0,12.0,1688.0,1.0,4.0,15.0,1675.0,21.0,40.0,0.0,4.0,8.0,2.0,18.0,4.0,119.0,6.0,0.0,7.0,19.0,2.0,39.0,8.0,0.0,0.0,4.0,19.0,0.0,0.0,2.0,26.0,4.0,1.0,1.0,0.0,0.0,6.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,15.0,269.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-05,283.0,272.0,508.0,192.0,179.0,862.0,114.0,74.0,27.0,35.0,30.0,399.0,508.0,29.0,205.0,160.0,38.0,88.0,184.0,40.0,16.0,30.0,24.0,60.0,10.0,39.0,333.0,26.0,9.0,26.0,9.0,8.0,9.0,3.0,86.0,5.0,9.0,71.0,0.0,9.0,1.0,29.0,179.0,0.0,3.0,6.0,114.0,16.0,30.0,11.0,8.0,8.0,1.0,0.0,15.0,36.0,4.0,0.0,0.0,8.0,0.0,17.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,33.0,4.0,0.0,492.0,4.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,3.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-09-06,617.0,637.0,240.0,195.0,72.0,101.0,241.0,92.0,56.0,30.0,35.0,367.0,62.0,5.0,94.0,228.0,55.0,56.0,26.0,84.0,109.0,76.0,78.0,43.0,132.0,49.0,52.0,89.0,23.0,144.0,4.0,155.0,13.0,22.0,14.0,6.0,11.0,143.0,2.0,20.0,29.0,3.0,152.0,4.0,0.0,15.0,25.0,30.0,8.0,0.0,48.0,17.0,4.0,1.0,10.0,33.0,1.0,5.0,0.0,65.0,9.0,21.0,2.0,0.0,29.0,1.0,2.0,13.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0,46.0,32.0,0.0,0.0,12.0,48.0,4.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
2018-09-07,1082.0,1027.0,394.0,323.0,85.0,31.0,486.0,134.0,56.0,61.0,113.0,154.0,19.0,19.0,169.0,53.0,42.0,164.0,20.0,195.0,9.0,233.0,61.0,38.0,7.0,23.0,16.0,3.0,200.0,7.0,10.0,34.0,15.0,45.0,59.0,4.0,2.0,18.0,67.0,27.0,6.0,13.0,145.0,1.0,4.0,6.0,124.0,10.0,19.0,4.0,9.0,128.0,36.0,8.0,0.0,74.0,4.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,15.0,0.0,0.0,9.0,0.0,2.0,8.0,0.0,3.0,4.0,0.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-08,281.0,691.0,168.0,1041.0,129.0,11527.0,289.0,88.0,113.0,769.0,294.0,22.0,11401.0,25.0,85.0,38.0,45.0,36.0,9306.0,18.0,11.0,257.0,995.0,32.0,72.0,17.0,41.0,7.0,22.0,9.0,75.0,8.0,56.0,25.0,71.0,1.0,80.0,80.0,3.0,81.0,2.0,11.0,18.0,48.0,19821.0,11.0,0.0,9.0,47.0,1.0,10.0,2.0,2.0,0.0,8.0,42.0,2.0,19.0,0.0,0.0,10.0,0.0,14.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,1.0,3.0,1.0,4.0,9.0,0.0,0.0,21.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-09,224.0,513.0,249.0,628.0,236.0,3953.0,461.0,731.0,41.0,1019.0,583.0,225.0,3597.0,22.0,142.0,266.0,41.0,24.0,253.0,183.0,9.0,246.0,459.0,34.0,51.0,10.0,1.0,30.0,17.0,23.0,83.0,0.0,0.0,30.0,39.0,28.0,11.0,8.0,25.0,34.0,0.0,196.0,22.0,0.0,447.0,17.0,6.0,13.0,23.0,5.0,51.0,2.0,0.0,22.0,4.0,0.0,5.0,0.0,0.0,177.0,2.0,5.0,1.0,0.0,56.0,132.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-10,2336.0,1893.0,210.0,336.0,742.0,241.0,260.0,216.0,94.0,90.0,240.0,58.0,228.0,25.0,24.0,91.0,249.0,66.0,73.0,28.0,5.0,168.0,110.0,64.0,219.0,18.0,24.0,5.0,39.0,226.0,10.0,6.0,1.0,27.0,49.0,1.0,4.0,176.0,71.0,94.0,63.0,2.0,20.0,42.0,103.0,18.0,4.0,3.0,33.0,6.0,41.0,4.0,41.0,24.0,4.0,34.0,10.0,53.0,0.0,4.0,10.0,1.0,64.0,0.0,4.0,0.0,1.0,0.0,2.0,27.0,6.0,2.0,0.0,149.0,0.0,0.0,1.0,0.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-11,905.0,287.0,193.0,334.0,125.0,94.0,198.0,77.0,143.0,84.0,108.0,70.0,52.0,14.0,22.0,930.0,5004.0,170.0,27.0,64.0,11.0,36.0,91.0,52.0,100.0,27.0,2.0,25.0,20.0,34.0,944.0,5.0,15.0,3.0,104.0,6.0,2.0,118.0,2.0,55.0,68.0,13.0,58.0,3.0,17.0,8.0,0.0,27.0,19.0,1.0,17.0,31.0,20.0,3.0,174.0,22.0,5.0,0.0,0.0,0.0,14.0,0.0,60.0,3.0,23.0,1.0,0.0,0.0,0.0,2.0,1.0,8.0,30.0,2.0,32.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
